@@@E X T R A C T@@@
Latitude,Longitude,Road Surface
40.019613,-82.995083,Asphalt
40.019622,-83.120938,Asphalt
40.01963,-83.121247,Asphalt
40.01963,-82.87956,Asphalt
40.019632,-83.120945,Asphalt
40.019643,-83.120878,Asphalt
40.019645,-82.879608,Asphalt
40.01965,-82.995082,Asphalt
40.01965,-82.87957,Asphalt
40.019653,-83.120963,Asphalt
40.019665,-83.120945,Asphalt
40.019667,-83.034437,Asphalt
40.019672,-83.120962,Asphalt
40.019682,-83.120962,Asphalt
40.019682,-82.879563,Asphalt
40.019688,-83.120943,Asphalt
40.01969,-83.12092,Asphalt
40.019695,-82.903465,Asphalt
40.019698,-83.12087,Asphalt
40.019702,-82.879603,Asphalt
40.019715,-83.120948,Asphalt
40.019722,-83.120843,Asphalt
40.019722,-82.879565,Asphalt
40.019727,-82.879563,Asphalt
40.019732,-83.120885,Asphalt
40.019733,-83.120912,Asphalt
40.019735,-82.995108,Asphalt
40.019738,-83.12089,Asphalt
40.01974,-83.12097,Asphalt
40.019743,-83.120905,Asphalt
40.019752,-83.120918,Asphalt
40.019752,-82.995063,Asphalt
40.019753,-82.879563,Asphalt
40.019755,-83.120947,Asphalt
40.019758,-82.879595,Asphalt
40.019765,-83.034517,Asphalt
40.01979,-82.87956,Asphalt
40.019795,-83.120938,Asphalt
40.019795,-83.120895,Asphalt
40.0198,-83.120995,Asphalt
40.0198,-83.12098,Asphalt
40.019802,-83.120975,Asphalt
40.019803,-82.879555,Asphalt
40.019807,-83.120963,Asphalt
40.01981,-82.903512,Asphalt
40.019812,-83.120932,Asphalt
40.019812,-83.120867,Asphalt
40.019817,-82.903512,Asphalt
40.019818,-82.879585,Asphalt
40.019828,-83.120987,Asphalt
40.019835,-83.120985,Asphalt
40.01984,-82.879558,Asphalt
40.01985,-83.120977,Asphalt
40.01986,-83.120962,Asphalt
40.019863,-83.120955,Asphalt
40.019867,-83.120982,Asphalt
40.019872,-82.995093,Asphalt
40.019875,-82.995093,Asphalt
40.019877,-82.87955,Asphalt
40.019883,-82.879577,Asphalt
40.019897,-83.121008,Asphalt
40.0199,-83.120982,Asphalt
40.019903,-83.03453,Asphalt
40.019905,-82.87955,Asphalt
40.019907,-83.03457,Asphalt
40.01991,-83.120918,Asphalt
40.019912,-83.121298,Asphalt
40.019923,-83.120998,Asphalt
40.019928,-82.903553,Asphalt
40.019935,-83.12093,Asphalt
40.019938,-83.120995,Asphalt
40.019938,-83.120913,Asphalt
40.019945,-82.879545,Asphalt
40.019948,-82.879567,Asphalt
40.019955,-83.120885,Asphalt
40.019957,-83.121012,Asphalt
40.019958,-82.99507,Asphalt
40.019963,-83.121013,Asphalt
40.019968,-83.120993,Asphalt
40.019975,-83.120972,Asphalt
40.019987,-82.879547,Asphalt
40.020005,-83.120938,Asphalt
40.020005,-82.995118,Asphalt
40.020005,-82.879542,Asphalt
40.02001,-83.120965,Asphalt
40.020013,-83.120957,Asphalt
40.020013,-82.879555,Asphalt
40.020015,-83.120963,Asphalt
40.020023,-83.121023,Asphalt
40.020033,-83.034617,Asphalt
40.02005,-83.121002,Asphalt
40.02005,-82.903605,Asphalt
40.020052,-83.120983,Asphalt
40.02006,-82.879538,Asphalt
40.020063,-83.120907,Asphalt
40.020072,-82.903608,Asphalt
40.020077,-83.121033,Asphalt
40.020077,-83.121012,Asphalt
40.020078,-83.121027,Asphalt
40.020078,-82.879547,Asphalt
40.02008,-82.879543,Asphalt
40.020085,-83.121047,Asphalt
40.020088,-83.121015,Asphalt
40.020088,-83.120988,Asphalt
40.020088,-83.12095,Asphalt
40.020088,-82.995102,Asphalt
40.020098,-83.120953,Asphalt
40.020112,-82.879537,Asphalt
40.020113,-83.121028,Asphalt
40.020117,-83.12104,Asphalt
40.020122,-83.121035,Asphalt
40.02013,-83.121027,Asphalt
40.020135,-82.995098,Asphalt
40.020137,-83.121052,Asphalt
40.020142,-83.034625,Asphalt
40.020145,-83.121012,Asphalt
40.020147,-83.034658,Asphalt
40.020147,-82.87954,Asphalt
40.02016,-82.879535,Asphalt
40.020165,-82.903648,Asphalt
40.020167,-82.995073,Asphalt
40.020175,-83.12101,Asphalt
40.020177,-83.120958,Asphalt
40.020183,-82.879543,Asphalt
40.020192,-83.120927,Asphalt
40.020195,-83.121348,Asphalt
40.020207,-82.879533,Asphalt
40.020208,-83.121043,Asphalt
40.020212,-83.121052,Asphalt
40.020217,-82.879532,Asphalt
40.020227,-83.120982,Asphalt
40.020233,-83.121062,Asphalt
40.020245,-83.121043,Asphalt
40.020248,-83.121065,Asphalt
40.020252,-83.034697,Asphalt
40.020253,-82.87953,Asphalt
40.02026,-83.121022,Asphalt
40.02026,-82.903663,Asphalt
40.020268,-83.120983,Asphalt
40.020273,-83.120988,Asphalt
40.020275,-83.121008,Asphalt
40.020277,-83.12105,Asphalt
40.020277,-82.995127,Asphalt
40.020283,-83.121007,Asphalt
40.020285,-82.879523,Asphalt
40.020287,-83.121015,Asphalt
40.020287,-82.879538,Asphalt
40.020297,-82.879527,Asphalt
40.020305,-83.12103,Asphalt
40.020307,-82.995107,Asphalt
40.02031,-83.121073,Asphalt
40.020312,-83.12095,Asphalt
40.020335,-82.879523,Asphalt
40.020342,-83.121055,Asphalt
40.020342,-82.90368,Asphalt
40.020345,-83.121062,Asphalt
40.020345,-82.903673,Asphalt
40.02035,-82.879515,Asphalt
40.020353,-83.034735,Asphalt
40.020355,-83.121085,Asphalt
40.020355,-83.121077,Asphalt
40.020357,-83.121073,Asphalt
40.020368,-83.121043,Asphalt
40.02037,-82.879522,Asphalt
40.020372,-83.121098,Asphalt
40.020377,-83.121097,Asphalt
40.020377,-82.995077,Asphalt
40.02038,-83.03472,Asphalt
40.020387,-82.87955,Asphalt
40.020398,-82.995102,Asphalt
40.020402,-83.121092,Asphalt
40.020402,-83.121012,Asphalt
40.020402,-82.879518,Asphalt
40.020405,-83.121077,Asphalt
40.020408,-83.121087,Asphalt
40.020417,-83.121002,Asphalt
40.020423,-82.879507,Asphalt
40.020428,-83.12097,Asphalt
40.02043,-82.903697,Asphalt
40.020432,-83.121065,Asphalt
40.020433,-82.879517,Asphalt
40.020448,-83.121017,Asphalt
40.020453,-83.034773,Asphalt
40.020462,-82.879513,Asphalt
40.020465,-83.121083,Asphalt
40.020475,-82.879548,Asphalt
40.020477,-83.121092,Asphalt
40.02048,-83.1214,Asphalt
40.020487,-83.121065,Asphalt
40.020492,-82.87951,Asphalt
40.020495,-83.121103,Asphalt
40.020503,-82.903713,Asphalt
40.020503,-82.8795,Asphalt
40.020507,-83.12111,Asphalt
40.020515,-83.121032,Asphalt
40.020517,-82.87951,Asphalt
40.020518,-83.121115,Asphalt
40.020518,-83.121093,Asphalt
40.020527,-82.995112,Asphalt
40.020528,-82.87951,Asphalt
40.020532,-83.121053,Asphalt
40.020532,-82.879512,Asphalt
40.020533,-82.879518,Asphalt
40.020533,-82.879517,Asphalt
40.020533,-82.879515,Asphalt
40.020533,-82.879513,Asphalt
40.020535,-82.879518,Asphalt
40.020537,-83.121037,Asphalt
40.020537,-82.879522,Asphalt
40.020537,-82.87952,Asphalt
40.020538,-82.879525,Asphalt
40.020538,-82.879523,Asphalt
40.02054,-82.879527,Asphalt
40.02054,-82.879525,Asphalt
40.020542,-82.879527,Asphalt
40.020542,-82.879525,Asphalt
40.020542,-82.879523,Asphalt
40.020545,-83.12107,Asphalt
40.020545,-82.879523,Asphalt
40.020548,-82.995128,Asphalt
40.020548,-82.879542,Asphalt
40.020548,-82.879522,Asphalt
40.020552,-83.121055,Asphalt
40.020552,-83.034813,Asphalt
40.020553,-82.87952,Asphalt
40.020557,-83.121075,Asphalt
40.020557,-83.120993,Asphalt
40.02056,-82.87952,Asphalt
40.020563,-83.121063,Asphalt
40.020572,-82.87952,Asphalt
40.020573,-82.903728,Asphalt
40.02059,-82.995078,Asphalt
40.02059,-82.879492,Asphalt
40.020595,-83.121123,Asphalt
40.020595,-82.879517,Asphalt
40.020603,-83.12112,Asphalt
40.020613,-82.879538,Asphalt
40.020615,-83.12114,Asphalt
40.020615,-83.121108,Asphalt
40.020618,-83.034813,Asphalt
40.020618,-82.903728,Asphalt
40.020627,-83.121048,Asphalt
40.02063,-83.121137,Asphalt
40.020632,-83.121107,Asphalt
40.020633,-83.121125,Asphalt
40.020638,-82.879515,Asphalt
40.020645,-82.903745,Asphalt
40.02065,-83.034858,Asphalt
40.020652,-83.121097,Asphalt
40.020653,-83.121118,Asphalt
40.020657,-83.121045,Asphalt
40.02066,-83.121153,Asphalt
40.020662,-82.995102,Asphalt
40.020667,-83.121012,Asphalt
40.02067,-83.121125,Asphalt
40.02067,-82.879533,Asphalt
40.020685,-83.121143,Asphalt
40.020693,-82.879512,Asphalt
40.020695,-83.121137,Asphalt
40.020695,-82.879487,Asphalt
40.0207,-83.121067,Asphalt
40.020717,-82.903752,Asphalt
40.020717,-82.87953,Asphalt
40.020718,-83.121117,Asphalt
40.020745,-83.121142,Asphalt
40.020747,-83.034905,Asphalt
40.02075,-82.995112,Asphalt
40.020752,-82.879527,Asphalt
40.02076,-83.121162,Asphalt
40.020763,-83.12145,Asphalt
40.020763,-82.879508,Asphalt
40.020765,-83.121155,Asphalt
40.020768,-82.879525,Asphalt
40.02077,-82.879533,Asphalt
40.020772,-82.879533,Asphalt
40.020772,-82.879532,Asphalt
40.020773,-82.879533,Asphalt
40.020773,-82.87953,Asphalt
40.020775,-82.879528,Asphalt
40.020775,-82.879527,Asphalt
40.020777,-82.879532,Asphalt
40.02078,-83.12116,Asphalt
40.020785,-82.879532,Asphalt
40.020787,-83.121097,Asphalt
40.02079,-82.90376,Asphalt
40.020792,-83.121143,Asphalt
40.020792,-82.879485,Asphalt
40.020798,-83.121122,Asphalt
40.020798,-83.121037,Asphalt
40.020798,-82.87953,Asphalt
40.020802,-83.121083,Asphalt
40.020805,-83.12108,Asphalt
40.020808,-82.99508,Asphalt
40.02081,-83.12112,Asphalt
40.020818,-83.121103,Asphalt
40.02082,-82.995128,Asphalt
40.020822,-82.879528,Asphalt
40.02083,-83.12112,Asphalt
40.020838,-83.121112,Asphalt
40.020843,-83.121155,Asphalt
40.020843,-82.879505,Asphalt
40.020845,-83.034952,Asphalt
40.020847,-83.121163,Asphalt
40.020852,-83.121183,Asphalt
40.020857,-83.034905,Asphalt
40.020862,-82.879527,Asphalt
40.020868,-82.903773,Asphalt
40.020877,-82.879487,Asphalt
40.020878,-83.121173,Asphalt
40.020887,-83.121157,Asphalt
40.020893,-83.121087,Asphalt
40.0209,-83.121187,Asphalt
40.0209,-82.903768,Asphalt
40.020905,-83.121055,Asphalt
40.02091,-83.121173,Asphalt
40.020918,-82.879522,Asphalt
40.020923,-83.121158,Asphalt
40.020925,-83.121173,Asphalt
40.020925,-82.879502,Asphalt
40.020928,-82.995098,Asphalt
40.020935,-83.121152,Asphalt
40.020945,-83.035,Asphalt
40.020947,-82.903785,Asphalt
40.02095,-83.121207,Asphalt
40.020963,-83.121195,Asphalt
40.020973,-82.879482,Asphalt
40.02098,-82.99511,Asphalt
40.020982,-83.121203,Asphalt
40.020983,-83.121188,Asphalt
40.020983,-83.121112,Asphalt
40.020992,-82.879518,Asphalt
40.020995,-83.121122,Asphalt
40.021007,-83.121168,Asphalt
40.021012,-83.12119,Asphalt
40.021012,-82.879497,Asphalt
40.021013,-83.121202,Asphalt
40.021023,-82.903795,Asphalt
40.021028,-82.99508,Asphalt
40.021033,-83.12119,Asphalt
40.021037,-83.12108,Asphalt
40.02104,-83.121142,Asphalt
40.021047,-83.121503,Asphalt
40.021048,-83.035045,Asphalt
40.021052,-83.121208,Asphalt
40.021062,-83.121163,Asphalt
40.021065,-83.12113,Asphalt
40.021067,-83.121195,Asphalt
40.021067,-82.879473,Asphalt
40.02108,-82.879513,Asphalt
40.021083,-83.121152,Asphalt
40.021085,-83.121135,Asphalt
40.021088,-83.121225,Asphalt
40.021088,-83.121207,Asphalt
40.021093,-82.995125,Asphalt
40.021095,-82.903807,Asphalt
40.021097,-83.034997,Asphalt
40.0211,-82.87949,Asphalt
40.021108,-83.121177,Asphalt
40.021117,-83.12117,Asphalt
40.021117,-83.12116,Asphalt
40.02113,-83.12113,Asphalt
40.021147,-83.1211,Asphalt
40.021155,-83.03509,Asphalt
40.021157,-82.903815,Asphalt
40.021158,-83.121203,Asphalt
40.021158,-82.879465,Asphalt
40.02116,-83.121223,Asphalt
40.021162,-83.121143,Asphalt
40.021167,-83.121237,Asphalt
40.021175,-83.12122,Asphalt
40.021177,-82.879507,Asphalt
40.02118,-82.903797,Asphalt
40.02119,-83.12124,Asphalt
40.02119,-83.121225,Asphalt
40.02119,-82.995083,Asphalt
40.021192,-82.879483,Asphalt
40.021195,-82.995095,Asphalt
40.02121,-82.903822,Asphalt
40.021213,-83.121212,Asphalt
40.021213,-82.995107,Asphalt
40.021218,-83.121208,Asphalt
40.021223,-83.121227,Asphalt
40.021235,-83.121267,Asphalt
40.02124,-83.121243,Asphalt
40.021247,-83.121243,Asphalt
40.02125,-82.995077,Asphalt
40.02126,-82.879467,Asphalt
40.021262,-82.903828,Asphalt
40.021265,-83.035133,Asphalt
40.02127,-83.121242,Asphalt
40.021273,-83.121125,Asphalt
40.02128,-83.121238,Asphalt
40.02128,-82.879507,Asphalt
40.021283,-82.879478,Asphalt
40.021287,-83.121175,Asphalt
40.02129,-83.121183,Asphalt
40.021295,-83.12122,Asphalt
40.021313,-83.121212,Asphalt
40.021315,-82.903835,Asphalt
40.02132,-83.121257,Asphalt
40.021325,-83.12127,Asphalt
40.021325,-83.12125,Asphalt
40.02133,-83.121555,Asphalt
40.021332,-83.121177,Asphalt
40.021335,-83.121175,Asphalt
40.021335,-83.03509,Asphalt
40.021342,-83.121248,Asphalt
40.021348,-83.1212,Asphalt
40.02136,-82.879473,Asphalt
40.021365,-83.121175,Asphalt
40.021367,-83.121188,Asphalt
40.021367,-82.995118,Asphalt
40.021368,-82.90384,Asphalt
40.021372,-83.035175,Asphalt
40.021372,-82.879472,Asphalt
40.021385,-82.879502,Asphalt
40.021387,-83.121145,Asphalt
40.021392,-83.121277,Asphalt
40.021392,-83.12121,Asphalt
40.021402,-83.121222,Asphalt
40.021413,-83.12126,Asphalt
40.021417,-83.121232,Asphalt
40.021423,-83.121283,Asphalt
40.021423,-83.121265,Asphalt
40.021428,-83.12125,Asphalt
40.021432,-82.903842,Asphalt
40.021438,-83.121273,Asphalt
40.021442,-82.995077,Asphalt
40.021452,-82.9951,Asphalt
40.021457,-82.90381,Asphalt
40.021458,-82.879472,Asphalt
40.021458,-82.879467,Asphalt
40.021465,-82.995087,Asphalt
40.021467,-83.121282,Asphalt
40.021468,-83.121275,Asphalt
40.021477,-82.99507,Asphalt
40.021478,-83.035215,Asphalt
40.021492,-82.879497,Asphalt
40.021502,-83.12126,Asphalt
40.021502,-82.903837,Asphalt
40.021503,-83.121265,Asphalt
40.021507,-83.121208,Asphalt
40.021508,-83.121168,Asphalt
40.021517,-83.12129,Asphalt
40.021525,-83.12132,Asphalt
40.021537,-82.879462,Asphalt
40.02154,-83.121227,Asphalt
40.02155,-83.121285,Asphalt
40.021555,-83.121293,Asphalt
40.021557,-82.879472,Asphalt
40.02156,-83.121292,Asphalt
40.021562,-83.121313,Asphalt
40.021565,-83.121257,Asphalt
40.021572,-83.035182,Asphalt
40.021573,-83.121227,Asphalt
40.021578,-82.903835,Asphalt
40.021583,-83.121272,Asphalt
40.021583,-83.035252,Asphalt
40.021587,-83.12131,Asphalt
40.021588,-83.121303,Asphalt
40.021597,-83.121223,Asphalt
40.021598,-83.121218,Asphalt
40.0216,-83.121293,Asphalt
40.0216,-82.879493,Asphalt
40.02161,-82.879455,Asphalt
40.021612,-83.121247,Asphalt
40.021615,-83.121607,Asphalt
40.021617,-83.1213,Asphalt
40.021627,-83.121192,Asphalt
40.021643,-82.995105,Asphalt
40.02165,-83.121238,Asphalt
40.021658,-82.87947,Asphalt
40.021665,-83.12126,Asphalt
40.021667,-82.903832,Asphalt
40.021672,-83.121308,Asphalt
40.021675,-83.12133,Asphalt
40.02168,-83.121318,Asphalt
40.02168,-82.879452,Asphalt
40.021682,-83.121238,Asphalt
40.021683,-83.035285,Asphalt
40.021688,-83.121275,Asphalt
40.02169,-82.995092,Asphalt
40.021697,-82.995068,Asphalt
40.021698,-83.121297,Asphalt
40.021705,-82.99506,Asphalt
40.021707,-82.879488,Asphalt
40.021713,-83.121322,Asphalt
40.021727,-83.121287,Asphalt
40.021735,-82.995077,Asphalt
40.021743,-83.121212,Asphalt
40.021743,-82.903807,Asphalt
40.021747,-83.121325,Asphalt
40.02175,-82.879448,Asphalt
40.021762,-82.903827,Asphalt
40.021763,-82.879463,Asphalt
40.021777,-83.035318,Asphalt
40.021785,-83.121343,Asphalt
40.021785,-83.121327,Asphalt
40.021787,-83.121312,Asphalt
40.021787,-83.121272,Asphalt
40.021792,-83.121333,Asphalt
40.021792,-83.121318,Asphalt
40.021793,-83.121337,Asphalt
40.021797,-83.121355,Asphalt
40.021808,-83.035272,Asphalt
40.021813,-83.121302,Asphalt
40.021817,-83.121372,Asphalt
40.021817,-82.879493,Asphalt
40.02182,-83.121333,Asphalt
40.021823,-82.879447,Asphalt
40.021832,-83.12126,Asphalt
40.021837,-83.121347,Asphalt
40.021855,-83.121352,Asphalt
40.021855,-83.121268,Asphalt
40.021858,-83.121273,Asphalt
40.02186,-83.12128,Asphalt
40.021865,-83.121237,Asphalt
40.02187,-83.03535,Asphalt
40.021872,-82.903825,Asphalt
40.021873,-83.121323,Asphalt
40.021875,-83.121293,Asphalt
40.021875,-82.879458,Asphalt
40.021892,-83.121357,Asphalt
40.021893,-83.12135,Asphalt
40.021898,-83.121657,Asphalt
40.021903,-82.87944,Asphalt
40.021917,-82.99509,Asphalt
40.021918,-82.879503,Asphalt
40.021922,-83.121375,Asphalt
40.021922,-83.121353,Asphalt
40.021932,-82.99508,Asphalt
40.021933,-83.12129,Asphalt
40.021938,-83.12131,Asphalt
40.021938,-82.995048,Asphalt
40.021955,-82.995058,Asphalt
40.021963,-83.035382,Asphalt
40.021965,-83.121343,Asphalt
40.02197,-83.12136,Asphalt
40.021975,-83.12133,Asphalt
40.021977,-83.121253,Asphalt
40.021988,-83.121378,Asphalt
40.021988,-83.121372,Asphalt
40.02199,-82.879435,Asphalt
40.021992,-82.903822,Asphalt
40.021992,-82.879448,Asphalt
40.022005,-82.995063,Asphalt
40.022008,-82.879497,Asphalt
40.022022,-83.121375,Asphalt
40.022023,-83.121375,Asphalt
40.022028,-83.121397,Asphalt
40.022032,-83.1213,Asphalt
40.022032,-82.903795,Asphalt
40.022035,-83.121318,Asphalt
40.022037,-83.121343,Asphalt
40.022043,-83.035358,Asphalt
40.022058,-83.121343,Asphalt
40.02206,-83.035415,Asphalt
40.022062,-83.121302,Asphalt
40.022067,-83.121365,Asphalt
40.02207,-83.121385,Asphalt
40.022083,-83.121373,Asphalt
40.022083,-82.879427,Asphalt
40.022087,-82.879502,Asphalt
40.022092,-83.121382,Asphalt
40.022103,-83.121283,Asphalt
40.022105,-83.121395,Asphalt
40.02211,-83.121423,Asphalt
40.022117,-83.121398,Asphalt
40.022118,-83.121322,Asphalt
40.02212,-83.1214,Asphalt
40.02212,-82.87944,Asphalt
40.022123,-82.903818,Asphalt
40.022135,-83.121338,Asphalt
40.022145,-83.121328,Asphalt
40.022148,-82.879498,Asphalt
40.022157,-83.035448,Asphalt
40.022158,-83.121395,Asphalt
40.022163,-83.121375,Asphalt
40.022168,-83.121418,Asphalt
40.022172,-83.1214,Asphalt
40.022173,-83.121398,Asphalt
40.022173,-82.995068,Asphalt
40.022175,-82.995035,Asphalt
40.022185,-83.12171,Asphalt
40.022185,-82.879415,Asphalt
40.022188,-82.879488,Asphalt
40.022192,-82.995073,Asphalt
40.022197,-83.121417,Asphalt
40.022207,-83.121332,Asphalt
40.022208,-83.121358,Asphalt
40.02221,-82.879497,Asphalt
40.022213,-83.121295,Asphalt
40.022213,-82.879492,Asphalt
40.022215,-82.995043,Asphalt
40.022215,-82.879497,Asphalt
40.022217,-82.879503,Asphalt
40.022218,-83.12134,Asphalt
40.022218,-82.87951,Asphalt
40.022218,-82.879508,Asphalt
40.022218,-82.879482,Asphalt
40.02222,-82.879512,Asphalt
40.022222,-82.879513,Asphalt
40.022235,-83.12139,Asphalt
40.022247,-83.121417,Asphalt
40.022247,-82.87947,Asphalt
40.022253,-83.121375,Asphalt
40.022253,-83.035483,Asphalt
40.022253,-82.879425,Asphalt
40.022257,-83.121437,Asphalt
40.022263,-82.903812,Asphalt
40.022265,-83.12142,Asphalt
40.022272,-82.995047,Asphalt
40.02228,-83.03544,Asphalt
40.022285,-83.121365,Asphalt
40.02229,-82.87945,Asphalt
40.022292,-83.121345,Asphalt
40.022292,-82.879398,Asphalt
40.022302,-83.121425,Asphalt
40.022307,-83.121395,Asphalt
40.022323,-83.121435,Asphalt
40.022325,-82.903778,Asphalt
40.022342,-83.121327,Asphalt
40.022345,-83.12142,Asphalt
40.022345,-82.879422,Asphalt
40.022347,-83.121398,Asphalt
40.022348,-83.121433,Asphalt
40.02235,-83.035517,Asphalt
40.022352,-83.12143,Asphalt
40.022363,-83.121432,Asphalt
40.02237,-83.121425,Asphalt
40.022372,-83.12137,Asphalt
40.022382,-83.121448,Asphalt
40.022385,-83.121363,Asphalt
40.022388,-82.879402,Asphalt
40.022393,-83.121387,Asphalt
40.022398,-83.121452,Asphalt
40.022402,-82.87937,Asphalt
40.022403,-83.121475,Asphalt
40.022408,-82.903807,Asphalt
40.02241,-83.121455,Asphalt
40.02241,-82.995048,Asphalt
40.022415,-82.995018,Asphalt
40.022417,-83.121463,Asphalt
40.02242,-82.8794,Asphalt
40.022428,-83.121445,Asphalt
40.022428,-83.12138,Asphalt
40.022447,-83.035548,Asphalt
40.022448,-83.121338,Asphalt
40.022452,-83.12145,Asphalt
40.022452,-83.121427,Asphalt
40.02247,-83.121762,Asphalt
40.02247,-82.995053,Asphalt
40.022472,-83.12146,Asphalt
40.022477,-83.121407,Asphalt
40.02248,-82.995027,Asphalt
40.022487,-83.12148,Asphalt
40.022502,-83.121392,Asphalt
40.022505,-83.121438,Asphalt
40.02251,-82.879377,Asphalt
40.022515,-82.879332,Asphalt
40.022517,-83.035517,Asphalt
40.02252,-83.121388,Asphalt
40.022525,-82.879368,Asphalt
40.022532,-83.121413,Asphalt
40.022535,-83.121427,Asphalt
40.02254,-83.03558,Asphalt
40.02254,-82.995027,Asphalt
40.022543,-83.121472,Asphalt
40.022547,-83.121475,Asphalt
40.02255,-83.121465,Asphalt
40.022553,-83.121445,Asphalt
40.022562,-82.903803,Asphalt
40.022565,-83.121397,Asphalt
40.022577,-83.121377,Asphalt
40.022578,-83.121473,Asphalt
40.02261,-82.903767,Asphalt
40.022618,-82.87935,Asphalt
40.02262,-83.121417,Asphalt
40.022623,-83.121485,Asphalt
40.022623,-83.121472,Asphalt
40.022623,-83.035608,Asphalt
40.022628,-83.121495,Asphalt
40.02263,-82.879282,Asphalt
40.022635,-83.12148,Asphalt
40.022645,-83.121495,Asphalt
40.022652,-83.121435,Asphalt
40.022652,-82.99503,Asphalt
40.022657,-83.121477,Asphalt
40.022657,-82.994998,Asphalt
40.022657,-82.879312,Asphalt
40.02266,-83.121455,Asphalt
40.022665,-83.121508,Asphalt
40.022682,-83.121503,Asphalt
40.022685,-83.121493,Asphalt
40.022687,-83.12138,Asphalt
40.022693,-83.03563,Asphalt
40.022697,-83.12153,Asphalt
40.022697,-83.121503,Asphalt
40.02271,-83.121433,Asphalt
40.022718,-83.121523,Asphalt
40.022722,-82.903802,Asphalt
40.022733,-82.879303,Asphalt
40.022735,-83.1215,Asphalt
40.022742,-83.121485,Asphalt
40.022745,-83.121455,Asphalt
40.022748,-83.035647,Asphalt
40.022748,-82.99503,Asphalt
40.022748,-82.995007,Asphalt
40.022748,-82.879222,Asphalt
40.02275,-83.121432,Asphalt
40.02275,-83.12143,Asphalt
40.022752,-83.121815,Asphalt
40.022752,-83.1215,Asphalt
40.022757,-83.035592,Asphalt
40.022777,-83.121517,Asphalt
40.022777,-83.121487,Asphalt
40.022782,-83.12146,Asphalt
40.022787,-83.121445,Asphalt
40.022788,-82.879228,Asphalt
40.022795,-83.03566,Asphalt
40.022797,-83.121492,Asphalt
40.022807,-82.995005,Asphalt
40.022817,-83.121523,Asphalt
40.022817,-83.121478,Asphalt
40.022817,-83.121418,Asphalt
40.022835,-83.035672,Asphalt
40.022845,-82.879237,Asphalt
40.022853,-83.121535,Asphalt
40.022855,-83.121527,Asphalt
40.02287,-83.035683,Asphalt
40.02287,-82.879152,Asphalt
40.022872,-83.121463,Asphalt
40.022885,-82.903798,Asphalt
40.022892,-82.903755,Asphalt
40.022893,-82.995008,Asphalt
40.022897,-83.035692,Asphalt
40.022902,-83.121538,Asphalt
40.022903,-83.121523,Asphalt
40.022903,-82.994975,Asphalt
40.022907,-83.12153,Asphalt
40.02291,-83.121542,Asphalt
40.022913,-83.121485,Asphalt
40.022913,-82.879143,Asphalt
40.022915,-83.121555,Asphalt
40.022917,-83.035698,Asphalt
40.022925,-83.121422,Asphalt
40.022927,-83.121545,Asphalt
40.022935,-83.035705,Asphalt
40.022938,-83.12147,Asphalt
40.022943,-83.121528,Asphalt
40.022945,-83.121542,Asphalt
40.022952,-83.121567,Asphalt
40.022952,-83.03571,Asphalt
40.022955,-83.121537,Asphalt
40.022962,-83.035715,Asphalt
40.022963,-83.035715,Asphalt
40.022963,-83.035713,Asphalt
40.022965,-83.121557,Asphalt
40.022965,-83.035715,Asphalt
40.022965,-82.879162,Asphalt
40.022967,-83.035715,Asphalt
40.022973,-83.035718,Asphalt
40.022975,-83.12151,Asphalt
40.02298,-83.121472,Asphalt
40.022992,-83.121585,Asphalt
40.022992,-83.121485,Asphalt
40.022993,-83.035727,Asphalt
40.022993,-82.879075,Asphalt
40.023,-83.035668,Asphalt
40.023008,-83.121498,Asphalt
40.02301,-83.12156,Asphalt
40.023018,-82.994982,Asphalt
40.02302,-83.121553,Asphalt
40.023027,-83.035737,Asphalt
40.02303,-83.121542,Asphalt
40.02303,-83.121507,Asphalt
40.02303,-82.995003,Asphalt
40.023032,-83.121867,Asphalt
40.023035,-83.121538,Asphalt
40.023037,-82.879052,Asphalt
40.023047,-82.90379,Asphalt
40.023052,-83.121538,Asphalt
40.023058,-83.121462,Asphalt
40.023068,-83.035752,Asphalt
40.023072,-83.1215,Asphalt
40.023075,-82.994982,Asphalt
40.023083,-82.879077,Asphalt
40.023085,-83.121577,Asphalt
40.02309,-83.121575,Asphalt
40.023098,-83.121528,Asphalt
40.023112,-82.878995,Asphalt
40.02312,-83.035768,Asphalt
40.023125,-83.12151,Asphalt
40.023132,-83.121507,Asphalt
40.023135,-83.121577,Asphalt
40.023135,-82.994985,Asphalt
40.023153,-82.994948,Asphalt
40.023153,-82.878977,Asphalt
40.023158,-83.121587,Asphalt
40.023162,-83.121575,Asphalt
40.023163,-83.121465,Asphalt
40.023168,-83.121603,Asphalt
40.023172,-82.903737,Asphalt
40.023177,-83.121588,Asphalt
40.023177,-83.121533,Asphalt
40.023178,-83.12158,Asphalt
40.02318,-83.121592,Asphalt
40.023182,-83.035788,Asphalt
40.023185,-83.121612,Asphalt
40.023187,-83.121577,Asphalt
40.023197,-82.878985,Asphalt
40.023208,-83.121593,Asphalt
40.023208,-82.903782,Asphalt
40.02321,-83.121515,Asphalt
40.023225,-82.878913,Asphalt
40.023228,-83.121582,Asphalt
40.023243,-83.035742,Asphalt
40.023248,-83.035812,Asphalt
40.02325,-83.12161,Asphalt
40.02325,-83.121603,Asphalt
40.02326,-82.878902,Asphalt
